49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 
48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 
54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 
15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 
10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 
7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 
42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 
75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 
77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 
9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 
12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 
74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 
25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 
6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 
44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 
40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 
41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 
46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 
17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 
47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 
2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 
67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 
18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 
16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 
23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 
72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 
53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 
34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 
58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 
37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 
33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 
30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 
81, 11, 55, 61, 56, 57, 42, 40, 23, 31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 
31, 52, 63, 4, 26, 35, 75, 41, 72, 68, 66, 3, 21, 79, 14, 77, 46, 53, 5, 60, 13, 65, 24, 50, 49, 9, 17, 34, 80, 39, 28, 69, 64, 48, 12, 47, 58, 22, 36, 32, 73, 71, 54, 74, 2, 37, 45, 20, 27, 59, 1, 15, 25, 67, 33, 19, 51, 43, 76, 78, 10, 6, 18, 30, 70, 8, 29, 38, 62, 7, 44, 16, 81, 11, 55, 61, 56, 57, 42, 40, 23, 
